Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
AMEH,"Apollo Medical Holdings, Inc.",17.48,585970275.96,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ameh,
APPF,"AppFolio, Inc.",80.9,2768567404.6,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,
APPN,Appian Corporation,34.84,2150808866.96,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,216.16,1044036804160.0,,1980.0,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,
ARCI,"Appliance Recycling Centers of America, Inc.",0.775,5328407.875,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,
APDN,Applied DNA Sciences Inc,1.14,34327744.98,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.25,0.0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,4.35,78780831.6,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",42.73,43073880870.26,,1972.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,
AAOI,"Applied Optoelectronics, Inc.",42.87,844453088.52,,2013.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,
AREX,Approach Resources Inc.,2.25,212595410.25,,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,
APTI,"Apptio, Inc.",37.8,1684927288.8,,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti,
APRI,"Apricus Biosciences, Inc.",0.295,6915227.455,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri,
APVO,Aptevo Therapeutics Inc.,5.34,121054622.7,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,
APTX,Aptinyx Inc.,23.34,781801868.16,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx,
APTO,"Aptose Biosciences, Inc.",2.89,99447763.99,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,
AQMS,"Aqua Metals, Inc.",2.35,91132318.5,,2015.0,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",2.84,36489387.84,,,,,https://www.nasdaq.com/symbol/aqb,
AQST,"Aquestive Therapeutics, Inc.",15.73,392081685.71,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,
AQXP,"Aquinox Pharmaceuticals, Inc.",3.18,74848830.24,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,
ARDM,Aradigm Corporation,1.43,21737747.46,,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm,
PETX,"Aratana Therapeutics, Inc.",5.32,253610342.44,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,
ABUS,Arbutus Biopharma Corporation,9.0,498638682.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,
ARCW,"ARC Group Worldwide, Inc.",2.05,47777425.05,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,
ABIO,"ARCA biopharma, Inc.",0.5760000000000001,8020123.2,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",6.35,30317211.4,,2015.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,47.25,1213574575.5,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,30.87,12511595256.3,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,24.73,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,23.99,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,
FUV,"Arcimoto, Inc.",4.4,70372957.6,,2017.0,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,
ARCT,Arcturus Therapeutics Ltd.,8.0,82595480.0,,2013.0,,,https://www.nasdaq.com/symbol/arct,
ARDX,"Ardelyx, Inc.",4.4,273036504.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",36.97,1824402547.33,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,17.4,7417588680.0,,2004.0,,,https://www.nasdaq.com/symbol/arcc,
ARGX,argenx SE,91.73,1665565368.07,18157259.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,
ARDS,Aridis Pharmaceuticals Inc.,13.04,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards,
ARKR,Ark Restaurants Corp.,22.5,78079072.5,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,
ARTX,Arotech Corporation,3.475,92039378.2,,1994.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,
ARQL,"ArQule, Inc.",5.85,636579362.25,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,
ARRY,Array BioPharma Inc.,14.23,3012002569.48,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,
ARRS,ARRIS International plc,24.99,4506464667.81,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,
DWCR,Arrow DWA Country Rotation ETF,28.89,20223000.0,,,,,https://www.nasdaq.com/symbol/dwcr,
DWAT,Arrow DWA Tactical ETF,12.42,6210000.0,,,,,https://www.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,39.55,554331573.95,,,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",14.69,1293060058.81,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,
ASNS,"Arsanis, Inc.",1.89,27056124.9,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,
ARTNA,Artesian Resources Corporation,38.12,352291774.24,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.8,11761304.8,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,
ASNA,"Ascena Retail Group, Inc.",4.85,951642371.7,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,74.06,2791320733.46,37689991.0,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,
ASCMA,"Ascent Capital Group, Inc.",2.83,35178878.17,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.6838,37089227.6622,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,
ASLN,ASLAN Pharmaceuticals Limited,8.0,48000000.0,6000000.0,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,
ASML,ASML Holding N.V.,202.98,15174337838.04,74757798.0,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,
ASPU,Aspen Group Inc.,7.69,140856607.26,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,
AZPN,"Aspen Technology, Inc.",112.11,7960831434.21,,1994.0,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,
ASMB,"Assembly Biosciences, Inc.",38.35,975872469.65,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,
ASRT,"Assertio Therapeutics, Inc.",7.13,455719411.58,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt,
ASFI,"Asta Funding, Inc.",3.0,19871445.0,,1995.0,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,
ASTE,"Astec Industries, Inc.",48.44,1118654080.88,,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,
ATRO,Astronics Corporation,44.99,1264286395.02,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",21.15,145055392.65,,1983.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,3.63,14930436.84,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,14.32,217989307.44,,,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,
ASV,"ASV Holdings, Inc.",5.8,57035639.8,,2017.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,
ATAI,ATA Inc.,6.72,70977735.36,10562163.0,2008.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,
ATRA,"Atara Biotherapeutics, Inc.",37.6,1704883752.8,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,
ATHN,"athenahealth, Inc.",152.12,6161163479.4,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,
ATNX,"Athenex, Inc.",17.14,1137118471.52,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",2.01,278553182.73,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,
AAME,Atlantic American Corporation,2.7,54673604.1,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",18.75,489450993.75,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,
AY,Atlantica Yield plc,20.68,2072492936.8,,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,2.67,41652886.44,,1995.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,62.05,1586931294.05,,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,
AFH,"Atlas Financial Holdings, Inc.",10.6,126531882.0,,2013.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,
AFHBL,"Atlas Financial Holdings, Inc.",25.3,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,
TEAM,Atlassian Corporation Plc,86.11,20150888793.51,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",73.63,1174939975.02,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,5.22,64772500.5,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,
ATOS,Atossa Genetics Inc.,2.17,11000943.03,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,
ATRC,"AtriCure, Inc.",34.14,1207249906.02,,2005.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,641.0,1187616596.0,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,
ATIS,Attis Industries Inc.,0.3511,7592652.6608,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,
ATISW,Attis Industries Inc.,0.08,0.0,,,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,
ATTU,Attunity Ltd.,20.55,433413782.25,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,
LIFE,"aTyr Pharma, Inc.",0.6379,19045755.4219,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",47.49,173044679.37,,,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,
BOLD,"Audentes Therapeutics, Inc.",34.04,1270680181.2,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,
AUDC,AudioCodes Ltd.,10.63,306321287.14,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,
AUPH,Aurinia Pharmaceuticals Inc,5.41,457026272.14,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding AG,0.267,1633342.596,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,
JG,Aurora Mobile Limited,8.5,77010000.0,9060000.0,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg,
ADSK,"Autodesk, Inc.",157.2,34523995188.0,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,
AUTL,Autolus Therapeutics plc,29.04,294670593.36,10147059.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl,
ADP,"Automatic Data Processing, Inc.",143.59,62904302934.04,,,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,
AUTO,"AutoWeb, Inc.",3.545,45900482.75,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,
AVDL,Avadel Pharmaceuticals plc,4.39,183571054.7,41815730.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,
ATXI,"Avenue Therapeutics, Inc.",3.9799,42005536.158,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,
AVEO,"AVEO Pharmaceuticals, Inc.",2.62,311858985.14,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,
AVNW,"Aviat Networks, Inc.",15.83,84679561.47,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,
CDMO,"Avid Bioservices, Inc.",6.24,349379309.76,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,
CDMOP,"Avid Bioservices, Inc.",26.3548,18448360.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,
AVID,"Avid Technology, Inc.",5.83,243637530.62,,1993.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,
AVGR,"Avinger, Inc.",1.39,16057352.28,,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,
CAR,"Avis Budget Group, Inc.",33.15,2625288061.5,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,
AHPA,Avista Healthcare Public Acquisition Corp.,10.1,121210322.2,,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpa,
AHPAU,Avista Healthcare Public Acquisition Corp.,10.25,0.0,,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau,
AHPAW,Avista Healthcare Public Acquisition Corp.,0.25,0.0,,2016.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw,
AVT,"Avnet, Inc.",48.42,5605165099.62,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,
AVRO,"AVROBIO, Inc.",39.31,940957101.78,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro,
AWRE,"Aware, Inc.",3.5,75521981.5,,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,
ACLS,"Axcelis Technologies, Inc.",19.75,639022033.5,,2000.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,
AXGN,"AxoGen, Inc.",41.3,1582741799.8,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,
AAXN,"Axon Enterprise, Inc.",65.55,3822856007.25,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,
AXON          ,Axovant Sciences Ltd.,2.3,280785812.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon,
AXSM,"Axsome Therapeutics, Inc.",2.575,67601119.65,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,
AXTI,AXT Inc,7.45,294356383.8,,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,
AYTU,"Aytu BioScience, Inc.",4.41,395612.28,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,
AZRX,"AzurRx BioPharma, Inc.",2.45,41430631.9,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,
BCOM,B Communications Ltd.,9.81,293211531.45,,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,
RILY,"B. Riley Financial, Inc.",22.7,593083603.7,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,
RILYG,"B. Riley Financial, Inc.",24.95,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,
RILYH,"B. Riley Financial, Inc.",25.92,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,
RILYL,"B. Riley Financial, Inc.",25.4373,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,
RILYZ,"B. Riley Financial, Inc.",25.27,0.0,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,
BOSC,B.O.S. Better Online Solutions,2.3468,7877477.7452,,,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,
BIDU,"Baidu, Inc.",224.36,62986023191.2,280736420.0,2005.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,
BCPC,Balchem Corporation,105.95,3412806941.7,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,
BLDP,"Ballard Power Systems, Inc.",2.99,534444769.3,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp,
BANF,BancFirst Corporation,64.1,2098487531.5,,1993.0,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,
BANFP,BancFirst Corporation,27.22,27220000.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,
BCTF,"Bancorp 34, Inc.",16.2,55145853.0,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,
BAND,Bandwidth Inc.,45.13,849957299.16,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band,
BOCH,Bank of Commerce Holdings (CA),12.75,208053250.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/boch,
BMRC,Bank of Marin Bancorp,89.3,624515263.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc,
BMLP,Bank Of Montreal,53.04,53040000.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp,
BKSC,Bank of South Carolina Corp.,20.1,110761813.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc,
BOTJ,"Bank of the James Financial Group, Inc.",15.97,69923622.92,,,Finance,Major Banks,https://www.nasdaq.com/symbol/botj,
OZK,Bank OZK,40.55,5214758709.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk,
BFIN,BankFinancial Corporation,16.14,281531440.32,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin,
BWFG,"Bankwell Financial Group, Inc.",31.18,244539127.6,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg,
BANR,Banner Corporation,65.42,2119798503.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,
BZUN,Baozun Inc.,53.66,2324828997.82,43325177.0,2015.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,
DFVL,Barclays PLC,62.64,4585248.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl,
DFVS,Barclays PLC,35.3,4352490.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs,
DLBL,Barclays PLC,75.08,4346155.96,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl,
DLBS,Barclays PLC,19.05,18317375.1,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs,
DTUL,Barclays PLC,56.75,4768872.75,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul,
DTUS,Barclays PLC,39.95,7558540.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus,
DTYL,Barclays PLC,73.23,5045034.39,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl,
DTYS,Barclays PLC,21.65,65649706.35,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys,
FLAT,Barclays PLC,65.13,4952615.46,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat,
STPP,Barclays PLC,29.33,3900890.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp,
TAPR,Barclays PLC,25.6,16898560.0,,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr,
BHAC,Barington/Hilco Acquisition Corp.,10.72,24079649.92,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhac,
BHACR,Barington/Hilco Acquisition Corp.,0.239,0.0,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr,
BHACU,Barington/Hilco Acquisition Corp.,10.58,0.0,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu,
